1880-01-01	00:00:00	2.78	0	995.78	-4.12	-12.31	0.49	125.15	0
1880-01-02	00:00:00	3.28	0	995.65	-3.61	-12.8	0.52	122.43	0
1880-01-03	00:00:00	2.27	0	992.53	-1.61	-11.07	0.99	54.02	0
1880-01-04	00:00:00	2.06	0	989.71	3.33	-2.49	0.6	112.49	0
1880-01-05	00:00:00	2.25	0	984.98	7.12	0.95	0.53	119.17	0
1880-01-06	00:00:00	4.05	0	980.6	13.2	7.18	0.74	91.82	0
1880-01-07	00:00:00	2.71	0	980.46	13.75	11.91	1	15.19	1.839015e-08
1880-01-08	00:00:00	3.52	0	978.91	16.47	12.24	1	19.55	0
1880-01-09	00:00:00	2.82	0	977.74	17.31	13.65	1	35.27	3.050626e-08
1880-01-10	00:00:00	3.76	0	971.99	14.66	13.12	1	48.19	7.325919e-08
1880-01-11	00:00:00	2.94	0	975.24	7.07	3.43	0.99	55.52	0
1880-01-12	00:00:00	1.78	0	980.02	5.35	0.32	0.85	83.03	0
1880-01-13	00:00:00	2.52	0	980.98	9.67	1.89	0.4	139	0
1880-01-14	00:00:00	2.8	0	981.21	10.58	0.2	0.44	137.85	0
1880-01-15	00:00:00	1.99	0	979.25	10.48	1.88	0.43	138.85	0
1880-01-16	00:00:00	3.63	0	981.25	7.03	-4.84	0.35	148.98	0
1880-01-17	00:00:00	3.36	0	984.68	4.43	-7.95	0.4	146.6	0
1880-01-18	00:00:00	3.05	0	989.08	3.03	-10.33	0.39	149.78	0
1880-01-19	00:00:00	2.19	0	993.06	3.34	-9.98	0.44	145.62	0
1880-01-20	00:00:00	4.51	0	990.44	11.03	-0.7	0.85	88.27	0
1880-01-21	00:00:00	3.8	0	985.3	15.13	11.65	1	43.03	2.387073e-08
1880-01-22	00:00:00	2.76	0	986.85	8.72	2.43	0.69	114.53	0
1880-01-23	00:00:00	3.52	0	979.44	16.42	12.98	1	53.18	0
1880-01-24	00:00:00	4.7	0	982.82	8.32	0.07	0.36	155.08	1.683016e-08
1880-01-25	00:00:00	1.99	0	989.41	1.9	-9.33	0.46	151.04	0
1880-01-26	00:00:00	4.03	0	979.48	5.32	0.31	1	19.43	2.085131e-08
1880-01-27	00:00:00	4.56	0	976.27	7.49	-0.54	0.53	141.79	0
1880-01-28	00:00:00	3.27	0	983.13	3.77	-5.67	0.52	147	0
1880-01-29	00:00:00	2.5	0	977.2	2.44	-2.69	1	10.5	9.482338e-09
1880-01-30	00:00:00	4.02	0	978.77	1.58	-3.88	0.57	142.3	0
1880-01-31	00:00:00	2.51	0	984.51	1.69	-9.31	0.33	170.88	0
1880-02-01	00:00:00	1.46	0	985.63	2.86	-6.72	0.73	120.76	0
1880-02-02	00:00:00	2.72	0	978.83	7.91	6.76	1	37.43	2.347763e-07
1880-02-03	00:00:00	3.5	0	972.21	11.65	7.91	1	59.73	1.659991e-08
1880-02-04	00:00:00	4.11	0	987.14	0.14	-8.9	0.46	164.2	0
1880-02-05	00:00:00	2.6	0	994	-1.9	-10.81	0.49	162.97	0
1880-02-06	00:00:00	2.46	0	991.46	-0.17	-11.08	0.78	117.59	0
1880-02-07	00:00:00	3.78	0	980.62	1.42	-2.39	1	64.54	2.268288e-08
1880-02-08	00:00:00	3	0	970.38	7.29	5.05	1	64.2	6.234342e-08
1880-02-09	00:00:00	3.15	0	980.14	1.14	-5.97	0.84	107.73	0
1880-02-10	00:00:00	2.4	0	985.19	3.03	-4.17	0.53	163.24	0
1880-02-11	00:00:00	3.08	0	986.02	7.31	1.1	1	70	0
1880-02-12	00:00:00	3.84	0	993.02	5.17	-0.17	0.98	75.34	3.47467e-08
