datetime,bottom_temperature,stratified,thermocline_depth_smooth,thermocline_depth,hypo_temp
2000-09-01T00:00:00Z,21.096352,1,2.854154677429901,1.9650587734305094,21.856830377643252
2000-09-02T00:00:00Z,21.118039,1,2.7022050899477152,2.0552714665967367,21.883002959364497
2000-09-03T00:00:00Z,21.139737,1,2.546761778398578,2.108634016011368,21.897888773741315
2000-09-04T00:00:00Z,21.161534,1,2.387987076932671,2.9678906530035647,21.636268286043123
2000-09-05T00:00:00Z,21.183522,NA,NA,NA,NA
2000-09-06T00:00:00Z,20.76301,NA,NA,NA,NA
2000-09-07T00:00:00Z,20.371796,NA,NA,NA,NA
2000-09-08T00:00:00Z,20.362569,NA,NA,NA,NA
2000-09-09T00:00:00Z,20.339691,NA,NA,NA,NA
2000-09-10T00:00:00Z,20.344775,1,NA,NA,NA
2000-09-11T00:00:00Z,20.35277,1,NA,NA,NA
2000-09-12T00:00:00Z,20.366584,NA,NA,NA,NA
2000-09-13T00:00:00Z,20.532461,NA,NA,NA,NA
2000-09-14T00:00:00Z,20.520272,NA,NA,NA,NA
2000-09-15T00:00:00Z,20.23281,NA,NA,NA,NA
2000-09-16T00:00:00Z,19.258234,NA,NA,NA,NA
2000-09-17T00:00:00Z,18.297144,NA,NA,NA,NA
2000-09-18T00:00:00Z,17.875915,NA,NA,NA,NA
2000-09-19T00:00:00Z,17.761141,NA,NA,NA,NA
2000-09-20T00:00:00Z,17.766641,1,NA,NA,NA
2000-09-21T00:00:00Z,17.775407,1,NA,NA,NA
2000-09-22T00:00:00Z,17.86983,NA,NA,NA,NA
2000-09-23T00:00:00Z,17.07021,NA,NA,NA,NA
2000-09-24T00:00:00Z,16.531257,NA,NA,NA,NA
2000-09-25T00:00:00Z,16.018168,NA,NA,NA,NA
2000-09-26T00:00:00Z,15.520072,NA,NA,NA,NA
2000-09-27T00:00:00Z,15.226849,NA,NA,NA,NA
2000-09-28T00:00:00Z,14.877435,NA,NA,NA,NA
2000-09-29T00:00:00Z,14.23518,NA,NA,NA,NA
2000-09-30T00:00:00Z,13.791772,NA,NA,NA,NA
2000-10-01T00:00:00Z,13.539889,NA,NA,NA,NA
2000-10-02T00:00:00Z,13.544793,NA,NA,NA,NA
2000-10-03T00:00:00Z,13.552514,1,NA,NA,NA
2000-10-04T00:00:00Z,13.562941,1,NA,NA,NA
2000-10-05T00:00:00Z,13.576633,NA,NA,NA,NA
2000-10-06T00:00:00Z,13.594636,NA,NA,NA,NA
2000-10-07T00:00:00Z,13.231287,NA,NA,NA,NA
2000-10-08T00:00:00Z,12.808979,NA,NA,NA,NA
2000-10-09T00:00:00Z,12.132276,NA,NA,NA,NA
2000-10-10T00:00:00Z,11.2324,NA,NA,NA,NA
2000-10-11T00:00:00Z,10.538305,NA,NA,NA,NA
2000-10-12T00:00:00Z,10.380784,NA,NA,NA,NA
2000-10-13T00:00:00Z,10.318642,NA,NA,NA,NA
2000-10-14T00:00:00Z,10.544763,NA,NA,NA,NA
2000-10-15T00:00:00Z,10.562072,NA,NA,NA,NA
2000-10-16T00:00:00Z,10.604997,NA,NA,NA,NA
2000-10-17T00:00:00Z,10.52071,NA,NA,NA,NA
2000-10-18T00:00:00Z,10.190234,NA,NA,NA,NA
2000-10-19T00:00:00Z,10.027458,NA,NA,NA,NA
2000-10-20T00:00:00Z,9.9867456,NA,NA,NA,NA
2000-10-21T00:00:00Z,10.013818,NA,NA,NA,NA
2000-10-22T00:00:00Z,9.8832967,NA,NA,NA,NA
2000-10-23T00:00:00Z,9.3942048,NA,NA,NA,NA
2000-10-24T00:00:00Z,9.1195314,NA,NA,NA,NA
2000-10-25T00:00:00Z,9.1070711,NA,NA,NA,NA
2000-10-26T00:00:00Z,9.1130547,NA,NA,NA,NA
2000-10-27T00:00:00Z,9.1225227,NA,NA,NA,NA
2000-10-28T00:00:00Z,9.5311098,NA,NA,NA,NA
2000-10-29T00:00:00Z,8.1260155,NA,NA,NA,NA
2000-10-30T00:00:00Z,6.749456,NA,NA,NA,NA
2000-10-31T00:00:00Z,6.0803046,NA,NA,NA,NA
2000-11-01T00:00:00Z,5.7510709,NA,NA,NA,NA
2000-11-02T00:00:00Z,5.5268046,NA,NA,NA,NA
2000-11-03T00:00:00Z,5.5019927,NA,NA,NA,NA
2000-11-04T00:00:00Z,5.467627,NA,NA,NA,NA
2000-11-05T00:00:00Z,5.5890584,NA,NA,NA,NA
2000-11-06T00:00:00Z,5.2721137,NA,NA,NA,NA
2000-11-07T00:00:00Z,5.1208108,NA,NA,NA,NA
2000-11-08T00:00:00Z,5.171633,NA,NA,NA,NA
2000-11-09T00:00:00Z,5.1837593,NA,NA,NA,NA
2000-11-10T00:00:00Z,5.320301,NA,NA,NA,NA
2000-11-11T00:00:00Z,5.3339762,NA,NA,NA,NA
2000-11-12T00:00:00Z,5.2643023,NA,NA,NA,NA
2000-11-13T00:00:00Z,5.0904266,NA,NA,NA,NA
2000-11-14T00:00:00Z,4.9635624,NA,NA,NA,NA
2000-11-15T00:00:00Z,4.8105791,NA,NA,NA,NA
2000-11-16T00:00:00Z,4.4562074,NA,NA,NA,NA
2000-11-17T00:00:00Z,4.1394565,NA,NA,NA,NA
2000-11-18T00:00:00Z,3.6510805,NA,NA,NA,NA
2000-11-19T00:00:00Z,3.1372807,NA,NA,NA,NA
2000-11-20T00:00:00Z,2.7339146,NA,NA,NA,NA
2000-11-21T00:00:00Z,2.2797815,NA,NA,NA,NA
2000-11-22T00:00:00Z,1.7092379,NA,NA,NA,NA
2000-11-23T00:00:00Z,0.9009207,NA,NA,NA,NA
2000-11-24T00:00:00Z,0.21404153,NA,NA,NA,NA
2000-11-25T00:00:00Z,0.15704189,NA,NA,NA,NA
2000-11-26T00:00:00Z,0.11738504,NA,NA,NA,NA
2000-11-27T00:00:00Z,0.090457749,NA,NA,NA,NA
2000-11-28T00:00:00Z,0.075011599,NA,NA,NA,NA
2000-11-29T00:00:00Z,0.063778933,NA,NA,NA,NA
2000-11-30T00:00:00Z,0.054378498,NA,NA,NA,NA
2000-12-01T00:00:00Z,0.047889038,NA,NA,NA,NA
2000-12-02T00:00:00Z,0.044055978,NA,NA,NA,NA
2000-12-03T00:00:00Z,0.06124464,NA,NA,NA,NA
2000-12-04T00:00:00Z,0.067145076,NA,NA,NA,NA
2000-12-05T00:00:00Z,0.066461614,NA,NA,NA,NA
2000-12-06T00:00:00Z,0.064366703,NA,NA,NA,NA
2000-12-07T00:00:00Z,0.062836885,NA,NA,NA,NA
2000-12-08T00:00:00Z,0.06119844,NA,NA,NA,NA
2000-12-09T00:00:00Z,0.0625359,NA,NA,NA,NA
2000-12-10T00:00:00Z,0.064009709,NA,NA,NA,NA
2000-12-11T00:00:00Z,0.06248491,NA,NA,NA,NA
2000-12-12T00:00:00Z,0.05979549,NA,NA,NA,NA
2000-12-13T00:00:00Z,0.0558923,NA,NA,NA,NA
2000-12-14T00:00:00Z,0.055945066,NA,NA,NA,NA
2000-12-15T00:00:00Z,0.053046558,NA,NA,NA,NA
2000-12-16T00:00:00Z,0.054142308,NA,NA,NA,NA
2000-12-17T00:00:00Z,0.051666778,NA,NA,NA,NA
2000-12-18T00:00:00Z,0.047232302,NA,NA,NA,NA
2000-12-19T00:00:00Z,0.042459044,NA,NA,NA,NA
2000-12-20T00:00:00Z,0.039442144,NA,NA,NA,NA
2000-12-21T00:00:00Z,0.04837711,NA,NA,NA,NA
2000-12-22T00:00:00Z,0.056230293,NA,NA,NA,NA
2000-12-23T00:00:00Z,0.057362938,NA,NA,NA,NA
2000-12-24T00:00:00Z,0.055672901,NA,NA,NA,NA
2000-12-25T00:00:00Z,0.054888916,NA,NA,NA,NA
2000-12-26T00:00:00Z,0.060592276,NA,NA,NA,NA
2000-12-27T00:00:00Z,0.062468935,NA,NA,NA,NA
2000-12-28T00:00:00Z,0.061051304,NA,NA,NA,NA
2000-12-29T00:00:00Z,0.058625939,NA,NA,NA,NA
2000-12-30T00:00:00Z,0.057090176,NA,NA,NA,NA
2000-12-31T00:00:00Z,0.054298411,NA,NA,NA,NA
